months	censor	personal	property	cenage
11.6960985626283	1	0	0	16.2029678827858
11.7618069815195	1	1	1	-4.56089248682409
12.0246406570842	1	1	0	0.802557205167691
12.1232032854209	1	0	1	-0.246039646303902
12.2546201232033	1	0	1	5.16669135985626
12.6488706365503	1	0	1	-11.2138698995551
13.1416837782341	1	1	1	-6.28847633350445
13.1745379876797	1	0	1	-9.01263786670089
13.6344969199179	1	0	0	-6.3952525142026
13.7330595482546	0	0	1	2.70810135301163
13.7659137577002	0	1	1	9.32822455629706
13.9630390143737	1	1	1	-0.81551261002738
14.0287474332649	1	0	1	-4.42673779825462
14.0944558521561	1	1	1	3.16806028524983
14.3901437371663	1	1	1	6.8668966986653
14.6858316221766	0	0	1	6.74916911481862
14.8829568788501	1	0	1	1.12562359804928
14.9158110882957	1	0	1	-8.79087195294319
14.9158110882957	0	1	1	-0.35829152857632
15.4086242299795	1	1	1	-5.08655983795346
15.6386036960986	0	0	0	15.9894155213895
15.7043121149897	1	0	1	-4.78539625136893
15.7371663244353	1	0	1	-8.09272000222451
15.7700205338809	1	1	0	-11.2467241090007
15.9671457905544	0	0	1	22.3905106617043
16.0657084188912	1	1	1	9.70057226334702
16.1642710472279	1	1	1	-1.76280898237509
16.9199178644764	0	1	1	15.6992033379535
16.9856262833676	1	0	1	1.01337171577686
17.1827515400411	1	0	1	-6.6252319803217
17.347022587269	1	0	1	-7.47122787354552
17.347022587269	1	0	1	2.22350176368925
17.5770020533881	0	1	0	15.606116411191
17.6755646817248	1	1	1	14.7272663085216
18.2340862422998	1	0	1	4.26320060010267
18.299794661191	0	0	1	4.55341278353867
19.0554414784394	0	1	0	-1.88875011858316
19.088295687885	1	1	1	-2.49107729175223
19.4168377823409	1	0	1	-0.155690570328545
19.482546201232	1	0	1	11.6006407096167
20.0739219712526	1	0	1	-5.2864229454141
20.3367556468172	0	1	0	1.71426151728268
21.4866529774127	0	1	1	6.91891586362081
21.5195071868583	1	0	1	-8.2460396463039
21.9466119096509	0	0	1	1.83198910112936
22.6365503080082	0	1	1	4.13178376232033
22.7022587268994	0	0	0	-4.37471863329911
23.5893223819302	0	0	0	7.80597951865161
23.917864476386	0	0	1	-0.793609803730323
24.8377823408624	1	0	0	-2.09135107683094
26.4476386036961	1	0	1	-7.93940035814511
26.5133470225873	1	0	0	4.42199594575633
26.8747433264887	1	0	1	-7.96130316444216
27.2361396303901	1	0	1	7.37613694507187
27.7618069815195	0	0	0	9.45690354329227
28.2217659137577	0	0	0	15.48291312577
28.2874743326489	0	0	0	4.37271463158795
28.9774127310062	1	1	1	-2.25562212405886
29.4045174537988	0	1	1	1.28715679449007
29.6016427104723	0	0	0	32.8682656240589
32.9856262833676	0	1	1	-5.79292534103354
34.9897330595483	0	0	0	7.56231079859685
35.088295687885	0	0	1	4.97777965554414
36	0	0	1	-9.61770289065708
36	0	0	1	-3.9558274628679
36	0	0	0	-3.73132369832307
36	0	0	1	-10.3185926921629
36	0	0	1	1.46511709565366
36	0	0	1	3.53767014151266
36	0	0	1	10.6451307849076
36	0	1	1	-5.72721692214237
36	0	0	1	-6.40894176813826
36	0	0	0	-6.94282267162902
36	0	0	1	0.873741325633127
36	0	1	1	-1.8832744170089
36	0	0	1	-8.55815463603696
36	0	0	1	-2.48560159017796
36	0	0	1	-3.73679939989733
36	0	0	1	-3.89559474555099
36	0	0	1	-9.26178228832991
36	0	0	1	-6.89901705903491
36	0	1	0	-7.20018064561944
36	0	0	1	-5.10024909188912
36	0	0	0	0.846362817761804
36	0	0	0	15.4035154529432
36	0	0	1	-2.34049549845996
36	0	0	1	1.86484331057494
36	0	0	1	10.363132153833
36	0	0	0	8.30700621269678
